CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
8501,31,43,1-31-2017-043-08,8,1,22,,,,,,,,,,,,,,,,,2,2,595.99305823341500000000,6,2
8501,31,43,1-31-2017-043-08,8,1,23,5,1,1,1,1,2,2,1,1,4,0,1,1,0,0,0,2,3,595.99305823341500000000,6,2
8563,31,44,1-31-2017-044-07,7,1,11,1,1,4,1,1,3,2,1,1,4,0,1,4,1,0,0,1,1,4475.48751957649000000000,6,2
8563,31,44,1-31-2017-044-07,7,1,13,,,,,,,,,,,,,,,,,1,3,4475.48751957649000000000,6,2
8563,31,44,1-31-2017-044-07,7,1,21,,,,,,,,,,,,,,,,,2,1,4475.48751957649000000000,6,2
8563,31,44,1-31-2017-044-07,7,1,22,,,,,,,,,,,,,,,,,2,2,4475.48751957649000000000,6,2
8563,31,44,1-31-2017-044-07,7,1,23,,,,,,,,,,,,,,,,,2,3,4475.48751957649000000000,6,2
8623,31,45,1-31-2017-045-10,10,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1073.84216837139000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,1876.28997287848000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,13,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,1876.28997287848000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,21,5,1,1,1,1,3,1,1,1,4,4,1,1,9,0,0,2,1,1876.28997287848000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1876.28997287848000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1876.28997287848000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,11,1,1,6,1,1,3,2,1,1,4,4,1,3,2,0,0,1,1,5792.34519201867000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,13,,,,,,,,,,,,,,,,,1,3,5792.34519201867000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,21,,,,,,,,,,,,,,,,,2,1,5792.34519201867000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,22,,,,,,,,,,,,,,,,,2,2,5792.34519201867000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,23,,,,,,,,,,,,,,,,,2,3,5792.34519201867000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,0,0,0,1,1,1073.84216837139000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,13,,,,,,,,,,,,,,,,,1,3,1073.84216837139000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,21,,,,,,,,,,,,,,,,,2,1,1073.84216837139000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,22,,,,,,,,,,,,,,,,,2,2,1073.84216837139000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,23,,,,,,,,,,,,,,,,,2,3,1073.84216837139000000000,6,2
6042,32,1,1-32-2017-001-09,9,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,0,0,0,1,1,439.98880808745900000000,7,2
6042,32,1,1-32-2017-001-09,9,1,13,,,,,,,,,,,,,,,,,1,3,439.98880808745900000000,7,2
6042,32,1,1-32-2017-001-09,9,1,21,,,,,,,,,,,,,,,,,2,1,439.98880808745900000000,7,2
6042,32,1,1-32-2017-001-09,9,1,22,,,,,,,,,,,,,,,,,2,2,439.98880808745900000000,7,2
6042,32,1,1-32-2017-001-09,9,1,23,,,,,,,,,,,,,,,,,2,3,439.98880808745900000000,7,2
6101,32,2,1-32-2017-002-02,2,1,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,1,13,,,,,,,,,,,,,,,,,1,3,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,1,21,,,,,,,,,,,,,,,,,2,1,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,1,22,,,,,,,,,,,,,,,,,2,2,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,1,23,4,1,1,6,1,3,2,1,1,4,4,1,1,0,0,0,2,3,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,12,,,,,,,,,,,,,,,,,1,2,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,13,,,,,,,,,,,,,,,,,1,3,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,21,,,,,,,,,,,,,,,,,2,1,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,22,,,,,,,,,,,,,,,,,2,2,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,23,,,,,,,,,,,,,,,,,2,3,82.36257534832270000000,7,2
6170,32,4,1-32-2017-004-03,3,2,11,1,1,4,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,13,1,1,4,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,21,5,1,1,1,1,3,2,1,1,4,4,1,1,0,0,0,2,1,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,22,,,,,,,,,,,,,,,,,2,2,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,23,,,,,,,,,,,,,,,,,2,3,920.85788538202200000000,7,2
6215,32,5,1-32-2017-005-05,5,1,11,2,1,4,1,1,3,2,1,1,4,4,1,1,1,0,0,1,1,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,1,13,,,,,,,,,,,,,,,,,1,3,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,1,21,,,,,,,,,,,,,,,,,2,1,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,1,22,,,,,,,,,,,,,,,,,2,2,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,1,23,,,,,,,,,,,,,,,,,2,3,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,1,98,,,,,,,,,,,,,,,,,0,0,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,13,,,,,,,,,,,,,,,,,1,3,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,21,,,,,,,,,,,,,,,,,2,1,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,22,,,,,,,,,,,,,,,,,2,2,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,23,,,,,,,,,,,,,,,,,2,3,156.92934375405100000000,7,2
6232,32,6,1-32-2017-006-04,4,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,2047.48443634482000000000,7,2
6232,32,6,1-32-2017-006-04,4,1,13,,,,,,,,,,,,,,,,,1,3,2047.48443634482000000000,7,2
6232,32,6,1-32-2017-006-04,4,1,21,,,,,,,,,,,,,,,,,2,1,2047.48443634482000000000,7,2
6232,32,6,1-32-2017-006-04,4,1,22,,,,,,,,,,,,,,,,,2,2,2047.48443634482000000000,7,2
6232,32,6,1-32-2017-006-04,4,1,23,,,,,,,,,,,,,,,,,2,3,2047.48443634482000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,3404.16805142899000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,13,,,,,,,,,,,,,,,,,1,3,3404.16805142899000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,21,,,,,,,,,,,,,,,,,2,1,3404.16805142899000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,22,,,,,,,,,,,,,,,,,2,2,3404.16805142899000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,23,,,,,,,,,,,,,,,,,2,3,3404.16805142899000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,11,1,1,4,1,1,3,2,2,1,4,4,1,2,2,0,0,1,1,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,13,,,,,,,,,,,,,,,,,1,3,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,21,,,,,,,,,,,,,,,,,2,1,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,22,,,,,,,,,,,,,,,,,2,2,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,23,,,,,,,,,,,,,,,,,2,3,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,0,0,0,1,1,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,13,,,,,,,,,,,,,,,,,1,3,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,21,,,,,,,,,,,,,,,,,2,1,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,22,,,,,,,,,,,,,,,,,2,2,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,23,,,,,,,,,,,,,,,,,2,3,1146.93937210064000000000,7,2
6305,32,9,1-32-2017-009-01,1,1,11,1,1,6,1,1,3,2,1,1,4,99,1,2,1,0,0,1,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,12,,,,,,,,,,,,,,,,,1,2,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,13,1,1,4,1,1,3,2,1,1,4,99,1,2,1,0,0,1,3,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,21,,,,,,,,,,,,,,,,,2,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,22,6,1,1,6,2,1,1,1,1,4,0,1,1,0,0,0,2,2,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,1,23,,,,,,,,,,,,,,,,,2,3,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,11,2,1,6,1,1,3,2,1,1,4,4,1,1,2,0,0,1,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,13,,,,,,,,,,,,,,,,,1,3,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,21,,,,,,,,,,,,,,,,,2,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,22,,,,,,,,,,,,,,,,,2,2,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,23,,,,,,,,,,,,,,,,,2,3,360.85524013826500000000,7,2
6306,32,10,1-32-2017-010-03,3,2,11,2,1,4,1,1,3,2,1,1,4,4,1,1,2,0,0,1,1,1535.37013248666000000000,7,2
6306,32,10,1-32-2017-010-03,3,2,13,,,,,,,,,,,,,,,,,1,3,1535.37013248666000000000,7,2
6306,32,10,1-32-2017-010-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1535.37013248666000000000,7,2
6306,32,10,1-32-2017-010-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1535.37013248666000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,11,1,1,6,1,1,3,2,2,1,4,4,1,4,1,0,0,1,1,5303.85549310429000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,13,1,1,6,1,1,3,2,2,1,4,4,1,4,1,0,0,1,3,5303.85549310429000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,21,7,1,1,1,1,3,2,1,1,4,4,1,4,1,0,0,2,1,5303.85549310429000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,22,7,1,1,1,2,1,1,1,1,4,99,1,1,1,0,0,2,2,5303.85549310429000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,23,7,1,1,1,1,3,2,1,1,4,4,1,4,1,0,0,2,3,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,11,1,1,4,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,13,,,,,,,,,,,,,,,,,1,3,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,21,,,,,,,,,,,,,,,,,2,1,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,22,,,,,,,,,,,,,,,,,2,2,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,23,,,,,,,,,,,,,,,,,2,3,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,11,1,1,4,1,1,3,2,1,1,4,4,1,4,0,0,0,1,1,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,13,,,,,,,,,,,,,,,,,1,3,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,21,,,,,,,,,,,,,,,,,2,1,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,22,,,,,,,,,,,,,,,,,2,2,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,23,,,,,,,,,,,,,,,,,2,3,5303.85549310429000000000,7,2
6392,32,13,1-32-2017-013-01,1,1,11,1,1,9,8,2,3,2,1,1,4,0,0,1,0,0,0,1,1,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,13,1,1,9,5,2,3,2,1,1,4,0,0,1,0,0,0,1,3,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,21,7,1,1,1,1,3,2,1,1,4,0,0,1,0,0,0,2,1,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,22,7,1,1,1,1,3,2,1,1,4,0,0,1,0,0,0,2,2,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,23,7,1,1,5,1,3,2,1,1,4,0,0,1,0,0,0,2,3,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,31,,,,,,,,,,,,,,,,,3,1,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,32,,,,,,,,,,,,,,,,,3,2,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,1,33,,,,,,,,,,,,,,,,,3,3,473.93014835835700000000,7,2
6393,32,14,1-32-2017-014-04,4,1,11,1,1,3,1,1,3,2,1,1,4,0,0,2,2,0,0,1,1,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,1,13,,,,,,,,,,,,,,,,,1,3,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,1,21,,,,,,,,,,,,,,,,,2,1,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,1,22,,,,,,,,,,,,,,,,,2,2,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,1,23,,,,,,,,,,,,,,,,,2,3,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,11,1,1,4,1,1,3,2,1,1,4,0,1,2,1,0,0,1,1,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,13,,,,,,,,,,,,,,,,,1,3,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,21,,,,,,,,,,,,,,,,,2,1,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,22,,,,,,,,,,,,,,,,,2,2,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,23,,,,,,,,,,,,,,,,,2,3,8974.51772059799000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,11,1,1,4,1,1,3,2,2,1,4,4,1,2,1,0,0,1,1,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,13,,,,,,,,,,,,,,,,,1,3,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,21,,,,,,,,,,,,,,,,,2,1,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,22,,,,,,,,,,,,,,,,,2,2,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,23,,,,,,,,,,,,,,,,,2,3,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,4484.46946459665000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,13,,,,,,,,,,,,,,,,,1,3,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,21,7,1,3,1,1,3,2,1,1,4,4,1,2,0,0,0,2,1,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,22,,,,,,,,,,,,,,,,,2,2,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,23,7,1,4,1,1,3,2,1,1,4,4,1,2,0,0,0,2,3,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,31,,,,,,,,,,,,,,,,,3,1,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,33,,,,,,,,,,,,,,,,,3,3,4484.46946452231000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,11,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,13,,,,,,,,,,,,,,,,,1,3,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,21,,,,,,,,,,,,,,,,,2,1,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,22,,,,,,,,,,,,,,,,,2,2,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,23,,,,,,,,,,,,,,,,,2,3,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,9,0,0,1,1,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,13,,,,,,,,,,,,,,,,,1,3,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,21,,,,,,,,,,,,,,,,,2,1,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,22,,,,,,,,,,,,,,,,,2,2,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,23,,,,,,,,,,,,,,,,,2,3,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,99,99,9,9,99,9,99,9,9,1,,,,,,,,9,9,2740.36038785260000000000,7,2
6484,32,18,1-32-2017-018-10,10,1,11,9,1,4,1,1,2,2,1,1,4,4,1,1,0,0,0,1,1,20830.73511251550000000000,7,2
6484,32,18,1-32-2017-018-10,10,1,13,,,,,,,,,,,,,,,,,1,3,20830.73511251550000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,13,1,1,5,1,1,3,2,1,1,4,4,1,2,2,0,0,1,3,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,21,,,,,,,,,,,,,,,,,2,1,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,22,,,,,,,,,,,,,,,,,2,2,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,23,,,,,,,,,,,,,,,,,2,3,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,11,1,1,6,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,13,1,1,6,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,21,5,1,1,1,1,3,2,1,1,4,14,1,1,1,0,0,2,1,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,22,,,,,,,,,,,,,,,,,2,2,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,23,,,,,,,,,,,,,,,,,2,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,3,0,0,1,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,13,,,,,,,,,,,,,,,,,1,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,21,,,,,,,,,,,,,,,,,2,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,22,,,,,,,,,,,,,,,,,2,2,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,23,,,,,,,,,,,,,,,,,2,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,31,,,,,,,,,,,,,,,,,3,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,32,,,,,,,,,,,,,,,,,3,2,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,33,,,,,,,,,,,,,,,,,3,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,11,1,1,3,1,2,3,2,1,1,4,4,1,1,0,0,0,1,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,13,,,,,,,,,,,,,,,,,1,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,21,,,,,,,,,,,,,,,,,2,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,22,,,,,,,,,,,,,,,,,2,2,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,23,,,,,,,,,,,,,,,,,2,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,31,,,,,,,,,,,,,,,,,3,1,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,32,,,,,,,,,,,,,,,,,3,2,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,33,,,,,,,,,,,,,,,,,3,3,5536.09702917442000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,11,7,1,4,1,1,3,2,1,1,4,4,1,1,0,0,0,1,1,20830.73511251550000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,12,,,,,,,,,,,,,,,,,1,2,20830.73511251550000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,13,,,,,,,,,,,,,,,,,1,3,20830.73511251550000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,21,,,,,,,,,,,,,,,,,2,1,20830.73511251550000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,22,,,,,,,,,,,,,,,,,2,2,20830.73511251550000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,23,,,,,,,,,,,,,,,,,2,3,20830.73511251550000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,11,1,1,3,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,13,1,1,3,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,21,1,1,1,1,1,3,2,1,1,4,4,1,2,9,0,0,2,1,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,23,1,1,1,1,1,3,2,1,1,4,4,1,2,9,0,0,2,3,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,31,1,1,1,1,1,3,2,1,1,4,99,1,1,0,0,0,3,1,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,32,,,,,,,,,,,,,,,,,3,2,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,33,,,,,,,,,,4,99,1,1,0,0,0,3,3,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,11,1,1,6,1,1,3,2,9,1,4,4,1,2,2,0,0,1,1,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,13,,,,,,,,,,,,,,,,,1,3,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,21,,,,,,,,,,,,,,,,,2,1,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,22,,,,,,,,,,,,,,,,,2,2,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,23,,,,,,,,,,,,,,,,,2,3,196.43347976677000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,11,6,1,4,1,1,3,2,1,1,4,4,1,1,2,0,0,1,1,1645.37305184942000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,12,,,,,,,,,,,,,,,,,1,2,1645.37305184942000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,13,,,,,,,,,,,,,,,,,1,3,1645.37305184942000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,21,,,,,,,,,,,,,,,,,2,1,1645.37305184942000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1645.37305184942000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,23,,,,,,,,,,,,,,,,,2,3,1645.37305184942000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,11,1,1,4,1,1,3,2,1,1,4,4,1,4,5,0,0,1,1,1645.37305184523000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,13,,,,,,,,,,,,,,,,,1,3,1645.37305184523000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,21,,,,,,,,,,,,,,,,,2,1,1645.37305184523000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1645.37305184523000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,23,,,,,,,,,,,,,,,,,2,3,1645.37305184523000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,11,1,1,4,1,1,3,2,2,1,4,4,1,4,2,0,0,1,1,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,13,1,1,4,1,1,3,2,2,1,4,4,1,4,2,0,0,1,3,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,21,,,,,,,,,,,,,,,,,2,1,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,23,,,,,,,,,,,,,,,,,2,3,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,11,1,1,4,1,1,3,2,2,1,4,4,1,3,2,0,0,1,1,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,13,,,,,,,,,,,,,,,,,1,3,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,22,,,,,,,,,,,,,,,,,2,2,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1843.81501469920000000000,7,2
