CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
8432,21,66,1-21-2017-066-04,4,1,1,99,208.35178136116800000000,11,2
8511,21,68,1-21-2017-068-07,7,1,1,8,287.23661592585600000000,11,2
8571,21,70,1-21-2017-070-09,9,1,1,2,394.69703733510500000000,11,2
8571,21,70,1-21-2017-070-09,9,1,2,6,394.69703733510500000000,11,2
8715,21,73,1-21-2017-073-07,7,1,1,2,782.56603930954100000000,11,2
8828,21,74,1-21-2017-074-01,1,1,1,2,121.77783636440200000000,11,2
8828,21,74,1-21-2017-074-01,1,1,2,6,121.77783636440200000000,11,2
8882,21,75,1-21-2017-075-04,4,1,1,4,937.75875424882000000000,11,2
8882,21,75,1-21-2017-075-04,4,1,2,8,937.75875424882000000000,11,2
8883,21,76,1-21-2017-076-07,7,1,1,2,1176.55804083148000000000,11,2
8975,21,77,1-21-2017-077-03,3,2,1,2,332.65973799181000000000,11,2
8976,21,78,1-21-2017-078-07,7,1,1,4,1189.66110010860000000000,11,2
8976,21,78,1-21-2017-078-07,7,1,2,8,1189.66110010860000000000,11,2
9098,21,80,1-21-2017-080-08,8,1,1,2,47.09603702559360000000,11,2
6132,22,2,1-22-2017-002-06,6,1,1,8,198.30982324559500000000,12,2
6199,22,4,1-22-2017-004-07,7,1,1,8,211.33781321392700000000,12,2
6200,22,5,1-22-2017-005-04,4,1,1,2,220.13630150836700000000,12,2
6200,22,5,1-22-2017-005-04,4,1,2,6,220.13630150836700000000,12,2
6201,22,6,1-22-2017-006-03,3,1,1,8,50.66168832681840000000,12,2
6254,22,7,1-22-2017-007-09,9,1,1,8,302.83515933275000000000,12,2
6255,22,8,1-22-2017-008-07,7,1,1,8,178.51728952482400000000,12,2
6256,22,9,1-22-2017-009-09,9,1,1,2,302.83515934112200000000,12,2
6256,22,9,1-22-2017-009-09,9,1,2,6,302.83515934112200000000,12,2
6257,22,10,1-22-2017-010-06,6,1,1,2,94.79705281325800000000,12,2
6321,22,11,1-22-2017-011-09,9,1,1,8,282.52237571216900000000,12,2
6322,22,12,1-22-2017-012-07,7,1,1,2,166.54317435051200000000,12,2
6322,22,12,1-22-2017-012-07,7,1,2,6,166.54317435051200000000,12,2
6355,22,13,1-22-2017-013-06,6,1,1,8,407.93046257922600000000,12,2
6356,22,14,1-22-2017-014-01,1,1,1,2,91.25203491962530000000,12,2
6356,22,14,1-22-2017-014-01,1,2,1,8,91.25203491962530000000,12,2
6407,22,16,1-22-2017-016-09,9,1,1,8,325.05358754972500000000,12,2
6448,22,18,1-22-2017-018-06,6,1,1,2,156.07118900757200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,1,8,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,1,2,135.03227027435800000000,12,2
6544,22,22,1-22-2017-022-08,8,1,2,6,135.03227027435800000000,12,2
6545,22,23,1-22-2017-023-07,7,1,1,2,479.84819745560000000000,12,2
6545,22,23,1-22-2017-023-07,7,1,2,3,479.84819745560000000000,12,2
6545,22,23,1-22-2017-023-07,7,1,3,8,479.84819745560000000000,12,2
6595,22,24,1-22-2017-024-03,3,1,1,8,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,1,2,166.37461576679500000000,12,2
6596,22,25,1-22-2017-025-03,3,1,2,6,166.37461576679500000000,12,2
6677,22,29,1-22-2017-029-04,4,1,1,2,228.21970156356800000000,12,2
6677,22,29,1-22-2017-029-04,4,1,2,6,228.21970156356800000000,12,2
6678,22,30,1-22-2017-030-04,4,1,1,8,228.21970156899300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,1,8,492.29723624183300000000,12,2
6755,22,33,1-22-2017-033-04,4,1,1,8,271.69750241830000000000,12,2
6794,22,36,1-22-2017-036-01,1,1,1,8,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,1,1,2,138.60198853582200000000,12,2
6795,22,37,1-22-2017-037-03,3,1,2,6,138.60198853582200000000,12,2
6831,22,38,1-22-2017-038-02,2,1,1,8,57.59449533622260000000,12,2
6875,22,41,1-22-2017-041-08,8,1,1,2,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,2,6,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,3,7,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,4,3,113.69569845778500000000,12,2
6875,22,41,1-22-2017-041-08,8,1,5,8,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,1,2,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,2,3,83.04274410109830000000,12,2
6920,22,44,1-22-2017-044-08,8,1,3,8,83.04274410109830000000,12,2
6960,22,46,1-22-2017-046-01,1,1,1,2,96.89001786134840000000,12,2
6960,22,46,1-22-2017-046-01,1,1,2,6,96.89001786134840000000,12,2
6992,22,48,1-22-2017-048-03,3,1,1,2,298.49760704647700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,1,8,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,1,8,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,2,9,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,1,3,2,96.89001786134840000000,12,2
7091,22,54,1-22-2017-054-10,10,1,1,8,501.80548976469300000000,12,2
7129,22,56,1-22-2017-056-03,3,1,1,8,99.36488572598280000000,12,2
7178,22,59,1-22-2017-059-01,1,1,1,8,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,1,2,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,2,3,707.28631868317200000000,12,2
7179,22,60,1-22-2017-060-09,9,1,3,8,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,1,8,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,1,8,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,2,9,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,1,3,2,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,1,2,78.21052727411970000000,12,2
7221,22,63,1-22-2017-063-08,8,1,2,6,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,1,8,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,2,1,4,240.11221588755000000000,12,2
7322,22,67,1-22-2017-067-03,3,1,1,4,65.62058670324390000000,12,2
7379,22,70,1-22-2017-070-07,7,1,1,8,329.79358885912500000000,12,2
7554,22,75,1-22-2017-075-10,10,1,1,8,1437.20064662858000000000,12,2
7596,22,79,1-22-2017-079-06,6,2,1,8,77.13691138819550000000,12,2
7598,22,81,1-22-2017-081-09,9,1,1,2,358.22272855931900000000,12,2
7598,22,81,1-22-2017-081-09,9,1,2,6,358.22272855931900000000,12,2
7619,22,82,1-22-2017-082-03,3,1,1,8,50.62086658196620000000,12,2
7673,22,83,1-22-2017-083-01,1,1,1,8,167.84368571586900000000,12,2
7673,22,83,1-22-2017-083-01,1,1,2,9,167.84368571586900000000,12,2
7673,22,83,1-22-2017-083-01,1,1,3,2,167.84368571586900000000,12,2
7673,22,83,1-22-2017-083-01,1,1,4,6,167.84368571586900000000,12,2
7738,22,84,1-22-2017-084-04,4,1,1,8,209.46660211457000000000,12,2
7739,22,87,1-22-2017-087-07,7,1,1,8,201.09456427300800000000,12,2
7900,22,95,1-22-2017-095-04,4,1,1,6,234.57767718108100000000,12,2
7901,22,96,1-22-2017-096-09,9,1,1,8,382.03067566774700000000,12,2
7968,22,99,1-22-2017-099-10,10,1,1,4,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,1,4,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,2,5,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,3,2,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,4,3,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,5,4,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,6,8,1279.90483931947000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,1,8,189.34152756178000000000,12,2
8089,22,103,1-22-2017-103-07,7,1,1,2,789.84782599354600000000,12,2
8089,22,103,1-22-2017-103-07,7,1,2,6,789.84782599354600000000,12,2
8123,22,104,1-22-2017-104-01,1,1,1,2,146.18883073197500000000,12,2
8123,22,104,1-22-2017-104-01,1,1,2,6,146.18883073197500000000,12,2
8219,22,105,1-22-2017-105-02,2,1,1,2,54.24309970837320000000,12,2
8220,22,106,1-22-2017-106-09,9,1,1,8,1949.08373954124000000000,12,2
8266,22,107,1-22-2017-107-07,7,1,1,2,736.17610801726100000000,12,2
8374,22,108,1-22-2017-108-06,6,1,1,8,78.03574184304760000000,12,2
8375,22,109,1-22-2017-109-05,5,1,1,2,87.19041119697200000000,12,2
8425,22,110,1-22-2017-110-05,5,1,1,2,86.78700609320400000000,12,2
8720,22,117,1-22-2017-117-08,8,1,1,2,286.84031103618500000000,12,2
8720,22,117,1-22-2017-117-08,8,1,2,6,286.84031103618500000000,12,2
8814,22,118,1-22-2017-118-05,5,1,1,2,106.50308289546700000000,12,2
8814,22,118,1-22-2017-118-05,5,1,2,6,106.50308289546700000000,12,2
8877,22,119,1-22-2017-119-01,1,1,1,8,96.89001789784920000000,12,2
9032,22,123,1-22-2017-123-10,10,1,1,8,1245.48611073169000000000,12,2
9090,22,124,1-22-2017-124-04,4,1,1,8,103.01408641243800000000,12,2
6093,23,2,1-23-2017-002-07,7,1,1,4,929.10998171390000000000,5,2
6093,23,2,1-23-2017-002-07,7,1,2,4,929.10998171390000000000,5,2
6093,23,2,1-23-2017-002-07,7,1,3,8,929.10998171390000000000,5,2
6130,23,3,1-23-2017-003-06,6,1,1,2,474.46336912695400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,1,2,561.32670563660400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,2,6,561.32670563660400000000,5,2
6166,23,5,1-23-2017-005-04,4,1,1,6,1032.61891630804000000000,5,2
6224,23,6,1-23-2017-006-06,6,1,1,8,224.99542573240000000000,5,2
6345,23,9,1-23-2017-009-03,3,1,1,2,187.82088628250700000000,5,2
6345,23,9,1-23-2017-009-03,3,1,2,6,187.82088628250700000000,5,2
6346,23,10,1-23-2017-010-07,7,1,1,8,713.34414596447200000000,5,2
6346,23,10,1-23-2017-010-07,7,1,2,9,713.34414596447200000000,5,2
6346,23,10,1-23-2017-010-07,7,1,3,2,713.34414596447200000000,5,2
6346,23,10,1-23-2017-010-07,7,1,4,6,713.34414596447200000000,5,2
6447,23,15,1-23-2017-015-10,10,1,1,8,1418.50836194943000000000,5,2
6485,23,17,1-23-2017-017-04,4,2,1,8,625.37084179376600000000,5,2
6570,23,22,1-23-2017-022-10,10,1,1,6,3271.52699969684000000000,5,2
6622,23,24,1-23-2017-024-04,4,1,1,2,617.18919809026900000000,5,2
6622,23,24,1-23-2017-024-04,4,1,2,6,617.18919809026900000000,5,2
6665,23,26,1-23-2017-026-09,9,1,1,8,1013.57112302861000000000,5,2
6738,23,29,1-23-2017-029-04,4,1,1,2,951.59652983793500000000,5,2
6738,23,29,1-23-2017-029-04,4,1,2,6,951.59652983793500000000,5,2
6772,23,30,1-23-2017-030-09,9,1,1,8,1244.94209992097000000000,5,2
6813,23,32,1-23-2017-032-03,3,2,1,2,277.45503934483800000000,5,2
6814,23,33,1-23-2017-033-10,10,1,1,2,4628.54463438301000000000,5,2
6814,23,33,1-23-2017-033-10,10,1,2,6,4628.54463438301000000000,5,2
6856,23,34,1-23-2017-034-02,2,1,1,2,66.34311433204550000000,5,2
6894,23,36,1-23-2017-036-09,9,1,1,6,3971.82932520400000000000,5,2
6978,23,41,1-23-2017-041-03,3,2,1,4,263.11959364713400000000,5,2
7047,23,46,1-23-2017-046-04,4,2,1,2,495.76932010476400000000,5,2
7088,23,47,1-23-2017-047-07,7,1,1,6,527.73963605833200000000,5,2
7099,23,49,1-23-2017-049-05,5,1,1,8,68.47739230354990000000,5,2
7099,23,49,1-23-2017-049-05,5,1,2,9,68.47739230354990000000,5,2
7099,23,49,1-23-2017-049-05,5,1,3,2,68.47739230354990000000,5,2
7099,23,49,1-23-2017-049-05,5,1,4,6,68.47739230354990000000,5,2
7100,23,50,1-23-2017-050-07,7,1,1,8,837.95457491669900000000,5,2
7148,23,51,1-23-2017-051-06,6,1,1,8,406.75249531183600000000,5,2
7199,23,54,1-23-2017-054-09,9,1,1,2,1278.77967815330000000000,5,2
7200,23,55,1-23-2017-055-07,7,1,1,8,805.35258711717200000000,5,2
7201,23,56,1-23-2017-056-03,3,2,1,2,212.04636995758100000000,5,2
7294,23,60,1-23-2017-060-04,4,1,1,6,3008.74527679183000000000,5,2
7347,23,61,1-23-2017-061-04,4,1,1,8,703.85275360393300000000,5,2
7348,23,62,1-23-2017-062-02,3,1,1,8,66.34311433204550000000,5,2
7409,23,64,1-23-2017-064-01,1,1,1,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,2,1,8,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,2,2,9,90.87988786335920000000,5,2
7409,23,64,1-23-2017-064-01,1,2,3,2,90.87988786335920000000,5,2
7411,23,66,1-23-2017-066-03,3,1,1,2,218.25463655683500000000,5,2
7411,23,66,1-23-2017-066-03,3,1,2,6,218.25463655683500000000,5,2
7511,23,67,1-23-2017-067-04,4,1,1,4,605.28574683126800000000,5,2
7511,23,67,1-23-2017-067-04,4,1,2,8,605.28574683126800000000,5,2
7512,23,68,1-23-2017-068-03,3,2,1,2,169.64665344708400000000,5,2
7571,23,70,1-23-2017-070-07,7,1,1,8,524.47352410438000000000,5,2
7571,23,70,1-23-2017-070-07,7,1,2,6,524.47352410438000000000,5,2
7572,23,71,1-23-2017-071-10,10,1,1,6,2303.66960608184000000000,5,2
7697,23,77,1-23-2017-077-03,3,1,1,2,280.70731360026400000000,5,2
7697,23,77,1-23-2017-077-03,3,1,2,6,280.70731360026400000000,5,2
7753,23,79,1-23-2017-079-06,6,1,1,8,206.63210011121400000000,5,2
7754,23,80,1-23-2017-080-03,3,1,1,8,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,2,9,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,3,2,106.53860627661700000000,5,2
7754,23,80,1-23-2017-080-03,3,1,4,6,106.53860627661700000000,5,2
7811,23,83,1-23-2017-083-09,9,1,1,6,491.08334428859900000000,5,2
7812,23,84,1-23-2017-084-07,7,3,1,4,309.27551365542200000000,5,2
7813,23,85,1-23-2017-085-06,6,1,1,8,157.93598721944000000000,5,2
7993,23,91,1-23-2017-091-08,8,1,1,6,159.72057021753900000000,5,2
8046,23,94,1-23-2017-094-03,3,2,1,8,181.96488112653600000000,5,2
8047,23,95,1-23-2017-095-10,10,1,1,8,3035.56416265914000000000,5,2
8101,23,96,1-23-2017-096-03,3,1,1,2,139.47658097104600000000,5,2
8240,23,102,1-23-2017-102-01,1,1,1,2,90.87988786335920000000,5,2
8403,23,108,1-23-2017-108-06,6,1,1,8,319.16887261443300000000,5,2
8473,23,111,1-23-2017-111-07,7,1,1,8,655.66709660861900000000,5,2
8536,23,114,1-23-2017-114-04,4,2,1,2,568.59257279991300000000,5,2
8538,23,116,1-23-2017-116-06,6,1,1,8,309.08420395816600000000,5,2
8597,23,118,1-23-2017-118-03,3,1,1,2,159.25357551580600000000,5,2
8685,23,122,1-23-2017-122-06,6,2,1,2,344.12302557765400000000,5,2
8783,23,124,1-23-2017-124-06,6,1,1,8,1313.16746297990000000000,5,2
8784,23,125,1-23-2017-125-03,3,1,1,2,677.06339546653900000000,5,2
8785,23,126,1-23-2017-126-07,7,1,1,6,2571.48828952080000000000,5,2
8845,23,129,1-23-2017-129-03,3,1,1,6,222.50088883826900000000,5,2
8929,23,130,1-23-2017-130-05,5,1,1,6,68.47739230354990000000,5,2
8930,23,131,1-23-2017-131-09,9,1,1,8,1438.95135124352000000000,5,2
8995,23,134,1-23-2017-134-08,8,1,1,8,65.32347782764800000000,5,2
8995,23,134,1-23-2017-134-08,8,1,2,9,65.32347782764800000000,5,2
8995,23,134,1-23-2017-134-08,8,1,3,6,65.32347782764800000000,5,2
6095,24,1,1-24-2017-001-07,7,2,1,4,1057.24455000333000000000,1,2
6229,24,4,1-24-2017-004-07,7,1,1,6,615.74372518113200000000,1,2
6375,24,13,1-24-2017-013-07,7,1,1,4,556.16111162618500000000,1,2
6390,24,14,1-24-2017-014-01,1,2,1,2,176.18296182348300000000,1,2
6464,24,18,1-24-2017-018-10,10,2,1,99,8564.08223958803000000000,1,2
6473,24,19,1-24-2017-019-02,2,1,1,2,89.59015041285330000000,1,2
6525,24,21,1-24-2017-021-03,3,1,1,2,494.85789319068600000000,1,2
6526,24,22,1-24-2017-022-06,6,1,1,2,959.77908203447400000000,1,2
6526,24,22,1-24-2017-022-06,6,1,2,6,959.77908203447400000000,1,2
6574,24,23,1-24-2017-023-06,6,1,1,6,1426.27999266478000000000,1,2
6624,24,26,1-24-2017-026-03,3,1,1,2,239.02638155756200000000,1,2
6624,24,26,1-24-2017-026-03,3,1,2,2,239.02638155756200000000,1,2
6624,24,26,1-24-2017-026-03,3,1,3,2,239.02638155756200000000,1,2
6624,24,26,1-24-2017-026-03,3,1,4,6,239.02638155756200000000,1,2
6702,24,29,1-24-2017-029-01,1,1,1,2,102.18628843108400000000,1,2
6702,24,29,1-24-2017-029-01,1,1,2,6,102.18628843108400000000,1,2
6776,24,33,1-24-2017-033-09,9,1,1,2,3538.97814112905000000000,1,2
6819,24,35,1-24-2017-035-06,6,1,1,8,813.06044173876900000000,1,2
6938,24,42,1-24-2017-042-06,6,1,1,6,668.21132812746700000000,1,2
6975,24,44,1-24-2017-044-07,7,1,1,8,2072.29893804224000000000,1,2
7108,24,53,1-24-2017-053-09,9,1,1,4,1498.36002604596000000000,1,2
7108,24,53,1-24-2017-053-09,9,1,2,5,1498.36002604596000000000,1,2
7106,24,55,1-24-2017-055-07,7,1,1,6,943.64036589777200000000,1,2
7151,24,56,1-24-2017-056-09,9,1,1,8,4169.89128263628000000000,1,2
7203,24,59,1-24-2017-059-10,10,1,1,8,12531.08701503310000000000,1,2
7515,24,69,1-24-2017-069-04,4,1,1,8,1504.86804900456000000000,1,2
7517,24,71,1-24-2017-071-07,7,1,1,8,1274.24037659366000000000,1,2
7620,24,75,1-24-2017-075-03,3,1,1,2,219.95414536256100000000,1,2
7620,24,75,1-24-2017-075-03,3,1,2,6,219.95414536256100000000,1,2
7648,24,78,1-24-2017-078-07,7,1,1,4,928.59409516174700000000,1,2
7700,24,82,1-24-2017-082-10,10,1,1,6,3542.08453945439000000000,1,2
7700,24,82,1-24-2017-082-10,10,2,1,2,3542.08453945439000000000,1,2
7818,24,88,1-24-2017-088-09,9,1,1,6,3104.80702860230000000000,1,2
7872,24,92,1-24-2017-092-10,10,1,1,8,5907.93595895522000000000,1,2
7873,24,93,1-24-2017-093-07,7,1,1,8,1069.92178748759000000000,1,2
8048,24,102,1-24-2017-102-02,2,1,1,8,60.41008269039100000000,1,2
8049,24,103,1-24-2017-103-03,3,1,1,8,776.43006945484900000000,1,2
8050,24,104,1-24-2017-104-05,5,1,1,8,132.31646620467800000000,1,2
8190,24,109,1-24-2017-109-08,8,1,1,8,207.63881584278400000000,1,2
8192,24,111,1-24-2017-111-04,4,2,1,2,1077.33907327286000000000,1,2
8247,24,113,1-24-2017-113-03,3,1,1,4,378.46627256611100000000,1,2
8257,24,114,1-24-2017-114-03,3,1,1,6,378.46627257518800000000,1,2
8400,24,120,1-24-2017-120-03,3,1,1,8,343.82549981593100000000,1,2
8401,24,121,1-24-2017-121-04,4,1,1,8,1472.88009741631000000000,1,2
8524,24,125,1-24-2017-125-03,3,2,1,2,199.87724985656800000000,1,2
8540,24,127,1-24-2017-127-04,4,1,1,2,1100.60322429344000000000,1,2
8540,24,127,1-24-2017-127-04,4,1,2,6,1100.60322429344000000000,1,2
8595,24,129,1-24-2017-129-03,3,1,1,8,327.85118000505000000000,1,2
8667,24,132,1-24-2017-132-04,4,1,1,2,1278.16243613783000000000,1,2
8782,24,135,1-24-2017-135-10,10,1,1,8,5319.38022132995000000000,1,2
8993,24,143,1-24-2017-143-04,4,1,1,2,968.17697393634800000000,1,2
9059,24,144,1-24-2017-144-09,9,2,1,4,2200.61571467920000000000,1,2
6151,25,3,1-25-2017-003-06,6,1,1,2,438.20707190286200000000,2,2
6970,25,8,1-25-2017-008-04,4,1,1,8,510.05298473612200000000,2,2
7352,25,12,1-25-2017-012-04,4,1,1,8,1846.64220332465000000000,2,2
7353,25,13,1-25-2017-013-02,2,2,1,2,59.23580870395590000000,2,2
7416,25,14,1-25-2017-014-02,2,1,1,8,97.59954381317520000000,2,2
7595,25,20,1-25-2017-020-02,2,1,1,2,79.59160302730870000000,2,2
7664,25,21,1-25-2017-021-02,2,1,1,8,59.23580870395590000000,2,2
7711,25,24,1-25-2017-024-01,1,1,1,2,94.69738684641720000000,2,2
7889,25,32,1-25-2017-032-09,9,1,1,8,5634.41491830275000000000,2,2
8199,25,37,1-25-2017-037-03,3,1,1,2,200.65966155622700000000,2,2
8199,25,37,1-25-2017-037-03,3,1,2,6,200.65966155622700000000,2,2
8487,25,46,1-25-2017-046-01,1,1,1,8,316.67564690482100000000,2,2
8628,25,47,1-25-2017-047-01,1,1,1,2,220.04999258550400000000,2,2
8905,25,51,1-25-2017-051-09,9,1,1,8,2248.17585176391000000000,2,2
8905,25,51,1-25-2017-051-09,9,1,2,9,2248.17585176391000000000,2,2
8905,25,51,1-25-2017-051-09,9,1,3,2,2248.17585176391000000000,2,2
8905,25,51,1-25-2017-051-09,9,1,4,6,2248.17585176391000000000,2,2
8947,25,52,1-25-2017-052-04,4,1,1,8,4592.95463857810000000000,2,2
6192,26,2,1-26-2017-002-09,9,1,1,2,3498.03165471544000000000,10,2
6318,26,4,1-26-2017-004-09,9,1,1,98,4450.78214838925000000000,10,2
6377,26,6,1-26-2017-006-04,4,1,1,6,3522.06508047726000000000,10,2
6564,26,12,1-26-2017-012-08,8,1,1,8,356.84362601826200000000,10,2
6770,26,20,1-26-2017-020-09,9,1,1,6,4482.50651550674000000000,10,2
6770,26,20,1-26-2017-020-09,9,1,2,7,4482.50651550674000000000,10,2
6804,26,21,1-26-2017-021-03,3,1,1,2,1072.71573785180000000000,10,2
6846,26,22,1-26-2017-022-03,3,1,1,2,2176.53884370464000000000,10,2
6846,26,22,1-26-2017-022-03,3,1,2,6,2176.53884370464000000000,10,2
6885,26,23,1-26-2017-023-03,3,1,1,2,1592.59780310843000000000,10,2
7073,26,28,1-26-2017-028-09,9,1,1,4,4333.88950040039000000000,10,2
7112,26,29,1-26-2017-029-06,6,1,1,2,1237.10755324379000000000,10,2
7112,26,29,1-26-2017-029-06,6,1,2,6,1237.10755324379000000000,10,2
7427,26,39,1-26-2017-039-09,9,1,1,8,2005.24176090841000000000,10,2
7427,26,39,1-26-2017-039-09,9,1,2,9,2005.24176090841000000000,10,2
7654,26,46,1-26-2017-046-06,6,1,1,8,1140.96324810198000000000,10,2
8114,26,59,1-26-2017-059-07,7,1,1,2,4036.12245847922000000000,10,2
8356,26,63,1-26-2017-063-06,6,1,1,4,571.99872997199300000000,10,2
8386,26,65,1-26-2017-065-07,7,1,1,2,1489.58076062803000000000,10,2
8414,26,66,1-26-2017-066-06,6,1,1,8,2041.29421691573000000000,10,2
8489,26,68,1-26-2017-068-04,4,1,1,2,1328.99402074676000000000,10,2
8489,26,68,1-26-2017-068-04,4,1,2,2,1328.99402074676000000000,10,2
8489,26,68,1-26-2017-068-04,4,1,3,6,1328.99402074676000000000,10,2
8557,26,70,1-26-2017-070-08,8,1,1,2,780.27718872345300000000,10,2
8557,26,70,1-26-2017-070-08,8,1,2,6,780.27718872345300000000,10,2
8853,26,79,1-26-2017-079-06,6,1,1,4,1175.98657313624000000000,10,2
8854,26,80,1-26-2017-080-03,3,1,1,2,810.47864107321700000000,10,2
8932,26,82,1-26-2017-082-09,9,1,1,8,2929.00632154116000000000,10,2
8933,26,83,1-26-2017-083-04,4,1,1,8,1980.09560074148000000000,10,2
9043,26,85,1-26-2017-085-03,3,1,1,2,285.16876480189000000000,10,2
6489,27,2,1-27-2017-002-03,3,1,1,6,78.53530899385370000000,3,2
7617,27,13,1-27-2017-013-09,9,1,1,8,712.18703942628100000000,3,2
7653,27,14,1-27-2017-014-04,4,1,1,8,492.44417240805700000000,3,2
8057,27,22,1-27-2017-022-06,6,1,1,8,156.20174589110700000000,3,2
8129,27,23,1-27-2017-023-01,1,1,1,8,169.36335621310400000000,3,2
8197,27,24,1-27-2017-024-07,7,1,1,8,503.05311768104200000000,3,2
8249,27,25,1-27-2017-025-05,5,1,1,8,86.71960725302260000000,3,2
8349,27,26,1-27-2017-026-02,2,1,1,2,45.16269853089900000000,3,2
8555,27,30,1-27-2017-030-09,9,1,1,8,3566.81437327795000000000,3,2
6148,28,1,1-28-2017-001-04,4,1,1,8,204.80049462017300000000,3,2
6164,28,2,1-28-2017-002-06,6,1,1,6,217.97160040296500000000,3,2
6248,28,3,1-28-2017-003-08,8,1,1,8,115.39700389055000000000,3,2
6297,28,5,1-28-2017-005-08,8,1,1,6,822.52828887404300000000,3,2
6382,28,7,1-28-2017-007-03,3,1,1,8,302.81406404301900000000,3,2
6382,28,7,1-28-2017-007-03,3,1,2,9,302.81406404301900000000,3,2
6382,28,7,1-28-2017-007-03,3,1,3,2,302.81406404301900000000,3,2
6382,28,7,1-28-2017-007-03,3,2,1,8,302.81406404301900000000,3,2
6429,28,8,1-28-2017-008-01,1,1,1,8,180.15142714186900000000,3,2
6562,28,11,1-28-2017-011-07,7,1,1,4,168.25297498927800000000,3,2
6567,28,12,1-28-2017-012-10,10,1,1,2,2590.76862324372000000000,3,2
6567,28,12,1-28-2017-012-10,10,1,2,6,2590.76862324372000000000,3,2
6663,28,14,1-28-2017-014-06,6,1,1,8,483.89166140437000000000,3,2
6699,28,15,1-28-2017-015-09,9,1,1,8,115.28760846082600000000,3,2
6811,28,18,1-28-2017-018-06,6,1,1,2,185.20971671486200000000,3,2
6811,28,18,1-28-2017-018-06,6,1,2,6,185.20971671486200000000,3,2
6855,28,19,1-28-2017-019-06,6,1,1,8,154.88947779631600000000,3,2
6855,28,19,1-28-2017-019-06,6,1,2,9,154.88947779631600000000,3,2
6855,28,19,1-28-2017-019-06,6,1,3,2,154.88947779631600000000,3,2
6855,28,19,1-28-2017-019-06,6,1,4,6,154.88947779631600000000,3,2
6893,28,20,1-28-2017-020-03,3,1,1,2,444.76393519551900000000,3,2
6893,28,20,1-28-2017-020-03,3,1,2,6,444.76393519551900000000,3,2
7008,28,23,1-28-2017-023-09,9,1,1,8,724.06067030216800000000,3,2
7097,28,26,1-28-2017-026-02,2,1,1,2,81.13717102787040000000,3,2
7147,28,28,1-28-2017-028-04,4,1,1,2,451.08912256289800000000,3,2
7147,28,28,1-28-2017-028-04,4,3,1,8,451.08912256289800000000,3,2
7242,28,30,1-28-2017-030-06,6,1,1,2,69.88546716578510000000,3,2
7242,28,30,1-28-2017-030-06,6,1,2,6,69.88546716578510000000,3,2
7247,28,32,1-28-2017-032-01,1,1,1,2,116.18551682354700000000,3,2
7287,28,33,1-28-2017-033-06,6,1,1,2,79.41392918444080000000,3,2
7287,28,33,1-28-2017-033-06,6,1,2,6,79.41392918444080000000,3,2
7291,28,34,1-28-2017-034-06,6,1,1,2,311.85707879823000000000,3,2
7343,28,35,1-28-2017-035-09,9,1,1,2,115.28760846082600000000,3,2
